dword	text	END
490	Перстень: только Альянс	
491	Перстень: только Альянс	
492	Перстень: только Альянс	
493	Перстень: только Альянс	
494	Перстень: только Альянс	
495	Перстень: только Альянс	
496	Перстень: только Альянс	
497	Перстень: только Альянс	
498	Перстень: только Альянс	
499	Перстень: только Альянс	
500	Перстень: только Альянс	
501	Перстень: только Альянс	
502	Перстень: только Альянс	
503	Перстень: только Альянс	
504	Перстень: только Альянс	
505	Перстень: только Альянс	
506	Перстень: только Альянс	
507	Перстень: только Альянс	
508	Перстень: только Альянс	
509	Перстень: только Альянс	
510	Перстень: только Альянс	
511	Перстень: только Альянс	
512	Перстень: только Альянс	
513	Перстень: только Альянс	
514	Перстень: только Альянс	
515	Перстень: только Альянс	
516	Перстень: только Альянс	
517	Перстень: только Альянс	
518	Перстень: только Альянс	
519	Перстень: только Альянс	
520	Перстень: только Альянс	
521	Перстень: только Альянс	
522	Перстень: только Альянс	
523	Перстень: только Альянс	
524	Перстень: только Альянс	
525	Перстень: только Альянс	
526	Перстень: только Альянс	
527	Перстень: только Альянс	
528	Перстень: только Альянс	
529	Перстень: только Альянс	
530	Перстень: только Альянс	
531	Перстень: только Альянс	
532	Перстень: только Альянс	
533	Перстень: только Альянс	
534	Перстень: только Альянс	
535	Перстень: только Альянс	
536	Перстень: только Альянс	
537	Перстень: только Альянс	
538	Перстень: только Альянс	
539	Перстень: только Альянс	
540	Перстень: только Альянс	
541	Перстень: только Альянс	
542	Перстень: только Альянс	
543	Перстень: только Альянс	
544	Перстень: только Альянс	
545	Перстень: только Альянс	
546	Перстень: только Альянс	
547	Перстень: только Альянс	
548	Перстень: только Альянс	
549	Перстень: только Альянс	
550	Перстень: только Альянс	
551	Перстень: только Альянс	
552	Перстень: только Альянс	
553	Перстень: только Альянс	
554	Перстень: только Альянс	
555	Перстень: только Альянс	
556	Перстень: только Альянс	
557	Перстень: только Альянс	
558	Перстень: только Альянс	
559	Перстень: только Альянс	
560	Перстень: только Альянс	
561	Перстень: только Альянс	
562	Перстень: только Альянс	
563	Перстень: только Альянс	
564	Перстень: только Альянс	
565	Перстень: только Альянс	
566	Перстень: только Альянс	
567	Перстень: только Альянс	
568	Перстень: только Альянс	
569	Перстень: только Альянс	
570	Перстень: только Альянс	
571	Перстень: только Альянс	
572	Перстень: только Альянс	
573	Перстень: только Альянс	
574	Перстень: только Альянс	
575	Перстень: только Альянс	
576	Перстень: только Альянс	
577	Перстень: только Альянс	
578	Перстень: только Альянс	
579	Перстень: только Альянс	
580	Перстень: только Альянс	
581	Перстень: только Альянс	
582	Перстень: только Альянс	
583	Перстень: только Альянс	
584	Перстень: только Альянс	
585	Перстень: только Альянс	
586	Перстень: только Альянс	
587	Перстень: только Альянс	
588	Перстень: только Альянс	
589	Перстень: только Альянс	
590	Перстень: только Альянс	
591	Перстень: только Альянс	
592	Перстень: только Альянс	
593	Перстень: только Альянс	
594	Перстень: только Альянс	
595	Перстень: только Альянс	
596	Перстень: только Альянс	
597	Перстень: только Альянс	
598	Перстень: только Альянс	
599	Перстень: только Альянс	
600	Перстень: только Альянс	
601	Перстень: только Альянс	
602	Перстень: только Альянс	
603	Перстень: только Альянс	
604	Перстень: только Альянс	
605	Перстень: только Альянс	
606	Перстень: только Альянс	
607	Перстень: только Альянс	
608	Перстень: только Альянс	
609	Перстень: только Альянс	
610	Перстень: только Альянс	
611	Перстень: только Альянс	
612	Перстень: только Альянс	
613	Перстень: только Альянс	
614	Перстень: только Альянс	
615	Перстень: только Альянс	
616	Перстень: только Альянс	
617	Перстень: только Альянс	
618	Перстень: только Альянс	
619	Перстень: только Альянс	
620	Перстень: только Альянс	
621	Перстень: только Альянс	
622	Перстень: только Альянс	
623	Перстень: только Альянс	
624	Перстень: только Альянс	
625	Перстень: только Альянс	
626	Огнестойкий Браслет Империи	
627	Огнестойкий Браслет Империи	
628	Огнестойкий Браслет Империи	
629	Огнестойкий Браслет Империи	
630	Огнестойкий Браслет Империи	
631	Огнестойкий Браслет Империи	
632	Огнестойкий Браслет Империи	
633	Водостойкий Браслет Империи	
634	Водостойкий Браслет Империи	
635	Водостойкий Браслет Империи	
636	Водостойкий Браслет Империи	
637	Водостойкий Браслет Империи	
638	Водостойкий Браслет Империи	
639	Водостойкий Браслет Империи	
640	Землестойкий Браслет Империи	
641	Землестойкий Браслет Империи	
642	Землестойкий Браслет Империи	
643	Землестойкий Браслет Империи	
644	Землестойкий Браслет Империи	
645	Землестойкий Браслет Империи	
646	Землестойкий Браслет Империи	
647	Ветростойкий Браслет Империи	
648	Ветростойкий Браслет Империи	
649	Ветростойкий Браслет Империи	
650	Ветростойкий Браслет Империи	
651	Ветростойкий Браслет Империи	
652	Ветростойкий Браслет Империи	
653	Ветростойкий Браслет Империи	
654	Огне- и Водостойкий Браслет Империи	
655	Огне- и Водостойкий Браслет Империи	
656	Огне- и Водостойкий Браслет Империи	
657	Огне- и Водостойкий Браслет Империи	
658	Огне- и Водостойкий Браслет Империи	
659	Огне- и Водостойкий Браслет Империи	
660	Огне- и Водостойкий Браслет Империи	
661	Огне- и Землестойкий Браслет Империи	
662	Огне- и Землестойкий Браслет Империи	
663	Огне- и Землестойкий Браслет Империи	
664	Огне- и Землестойкий Браслет Империи	
665	Огне- и Землестойкий Браслет Империи	
666	Огне- и Землестойкий Браслет Империи	
667	Огне- и Землестойкий Браслет Империи	
668	Огне- и Ветростойкий Браслет Империи	
669	Огне- и Ветростойкий Браслет Империи	
670	Огне- и Ветростойкий Браслет Империи	
671	Огне- и Ветростойкий Браслет Империи	
672	Огне- и Ветростойкий Браслет Империи	
673	Огне- и Ветростойкий Браслет Империи	
674	Огне- и Ветростойкий Браслет Империи	
675	Водо- и Землестойкий Браслет Империи	
676	Водо- и Землестойкий Браслет Империи	
677	Водо- и Землестойкий Браслет Империи	
678	Водо- и Землестойкий Браслет Империи	
679	Водо- и Землестойкий Браслет Империи	
680	Водо- и Землестойкий Браслет Империи	
681	Водо- и Землестойкий Браслет Империи	
682	Водо- и Ветростойкий Браслет Империи	
683	Водо- и Ветростойкий Браслет Империи	
684	Водо- и Ветростойкий Браслет Империи	
685	Водо- и Ветростойкий Браслет Империи	
686	Водо- и Ветростойкий Браслет Империи	
687	Водо- и Ветростойкий Браслет Империи	
688	Водо- и Ветростойкий Браслет Империи	
689	Земле- и Ветростойкий Браслет Империи	
690	Земле- и Ветростойкий Браслет Империи	
691	Земле- и Ветростойкий Браслет Империи	
692	Земле- и Ветростойкий Браслет Империи	
693	Земле- и Ветростойкий Браслет Империи	
694	Земле- и Ветростойкий Браслет Империи	
695	Земле- и Ветростойкий Браслет Империи	
696	Водостойкий Браслет Империи. Максимально увеличивает SP	
697	Водостойкий Браслет Империи. Максимально увеличивает SP	
698	Водостойкий Браслет Империи. Максимально увеличивает SP	
699	Водостойкий Браслет Империи. Максимально увеличивает SP	
700	Водостойкий Браслет Империи. Максимально увеличивает SP	
701	Водостойкий Браслет Империи. Максимально увеличивает SP	
702	Водостойкий Браслет Империи. Максимально увеличивает SP	
703	Ветростойкий Браслет Империи. Снижает затраты FP на использование Умений и Сил	
704	Ветростойкий Браслет Империи. Снижает затраты FP на использование Умений и Сил	
705	Ветростойкий Браслет Империи. Снижает затраты FP на использование Умений и Сил	
706	Ветростойкий Браслет Империи. Снижает затраты FP на использование Умений и Сил	
707	Ветростойкий Браслет Империи. Снижает затраты FP на использование Умений и Сил	
708	Ветростойкий Браслет Империи. Снижает затраты FP на использование Умений и Сил	
709	Ветростойкий Браслет Империи. Снижает затраты FP на использование Умений и Сил	
710	Огнестойкий Браслет Империи. Увеличивает точность атак	
711	Огнестойкий Браслет Империи. Увеличивает точность атак	
712	Огнестойкий Браслет Империи. Увеличивает точность атак	
713	Огнестойкий Браслет Империи. Увеличивает точность атак	
714	Огнестойкий Браслет Империи. Увеличивает точность атак	
715	Огнестойкий Браслет Империи. Увеличивает точность атак	
716	Огнестойкий Браслет Империи. Увеличивает точность атак	
717	Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
718	Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
719	Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
720	Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
721	Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
722	Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
723	Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
724	Огнестойкий Браслет Империи. Максимально увеличивает атаку	
725	Огнестойкий Браслет Империи. Максимально увеличивает атаку	
726	Огнестойкий Браслет Империи. Максимально увеличивает атаку	
727	Огнестойкий Браслет Империи. Максимально увеличивает атаку	
728	Огнестойкий Браслет Империи. Максимально увеличивает атаку	
729	Огнестойкий Браслет Империи. Максимально увеличивает атаку	
730	Огнестойкий Браслет Империи. Максимально увеличивает атаку	
731	Водо- и Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
732	Водо- и Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
733	Водо- и Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
734	Водо- и Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
735	Водо- и Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
736	Водо- и Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
737	Водо- и Землестойкий Браслет Империи. Максимально увеличивает HP и FP	
738	Ветростойкий Браслет Империи. Увеличивает уровень Умений	
739	Ветростойкий Браслет Империи. Увеличивает уровень Умений	
740	Ветростойкий Браслет Империи. Увеличивает уровень Умений	
741	Ветростойкий Браслет Империи. Увеличивает уровень Умений	
742	Ветростойкий Браслет Империи. Увеличивает уровень Умений	
743	Ветростойкий Браслет Империи. Увеличивает уровень Умений	
744	Ветростойкий Браслет Империи. Увеличивает уровень Умений	
745	Водо- и Землестойкий Браслет Империи. Увеличивает атаку	
746	Водо- и Землестойкий Браслет Империи. Увеличивает атаку	
747	Водо- и Землестойкий Браслет Империи. Увеличивает атаку	
748	Водо- и Землестойкий Браслет Империи. Увеличивает атаку	
749	Водо- и Землестойкий Браслет Империи. Увеличивает атаку	
750	Водо- и Землестойкий Браслет Империи. Увеличивает атаку	
751	Водо- и Землестойкий Браслет Империи. Увеличивает атаку	
752	Огне- и Ветростойкий Браслет Империи. Увеличивает уровень Умений	
753	Огне- и Ветростойкий Браслет Империи. Увеличивает уровень Умений	
754	Огне- и Ветростойкий Браслет Империи. Увеличивает уровень Умений	
755	Огне- и Ветростойкий Браслет Империи. Увеличивает уровень Умений	
756	Огне- и Ветростойкий Браслет Империи. Увеличивает уровень Умений	
757	Огне- и Ветростойкий Браслет Империи. Увеличивает уровень Умений	
758	Огне- и Ветростойкий Браслет Империи. Увеличивает уровень Умений	
759	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
760	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
761	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
762	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
763	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
764	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
765	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
766	Стихийный Браслет Империи. Увеличивает скорость передвижения и количество SP	
767	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
768	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
769	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
770	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
771	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
772	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
773	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
774	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и способность к уклонению от атак	
775	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
776	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
777	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
778	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
779	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
780	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
781	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
782	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и защиту	
783	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
784	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
785	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
786	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
787	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
788	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
789	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
790	Стихийный Браслет Империи. Увеличивает скорость передвижения, силу атаки и уровень Умений	
791	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
792	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
793	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
794	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
795	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
796	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
797	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
798	Стихийный Браслет Империи. Увеличивает скорость передвижения, защиту и способность к уклонению от атак	
799	Боевой Браслет Дидалос Омега. Входит в комплект тяжелой брони, разработанной лабораторией Периона.	
800	Боевой Браслет Дидалос Эпсилон. Входит в комплект легкой брони, разработанной лабораторией Периона.	
801	Боевой Браслет Дидалос Омикрон. Входит в комплект специализированной брони, разработанной лабораторией Периона.	
802	Браслет: только Империя	
803	Браслет: только Империя	
804	Браслет: только Империя	
805	Браслет: только Империя	
806	Браслет: только Империя	
807	Браслет: только Империя	
808	Браслет: только Империя	
809	Браслет: только Империя	
810	Браслет: только Империя	
811	Браслет: только Империя	
812	Браслет: только Империя	
813	Браслет: только Империя	
814	Браслет: только Империя	
815	Браслет: только Империя	
816	Браслет: только Империя	
817	Браслет: только Империя	
818	Браслет: только Империя	
819	Браслет: только Империя	
820	Браслет: только Империя	
821	Браслет: только Империя	
822	Браслет: только Империя	
823	Браслет: только Империя	
824	Браслет: только Империя	
825	Браслет: только Империя	
826	Браслет: только Империя	
827	Браслет: только Империя	
828	Браслет: только Империя	
829	Браслет: только Империя	
830	Браслет: только Империя	
831	Браслет: только Империя	
832	Браслет: только Империя	
833	Браслет: только Империя	
834	Браслет: только Империя	
835	Браслет: только Империя	
836	Браслет: только Империя	
837	Браслет: только Империя	
838	Браслет: только Империя	
839	Браслет: только Империя	
840	Браслет: только Империя	
841	Браслет: только Империя	
842	Браслет: только Империя	
843	Браслет: только Империя	
844	Браслет: только Империя	
845	Браслет: только Империя	
846	Браслет: только Империя	
847	Браслет: только Империя	
848	Браслет: только Империя	
849	Браслет: только Империя	
850	Браслет: только Империя	
851	Браслет: только Империя	
852	Браслет: только Империя	
853	Браслет: только Империя	
854	Браслет: только Империя	
855	Браслет: только Империя	
856	Браслет: только Империя	
857	Браслет: только Империя	
858	Браслет: только Империя	
859	Браслет: только Империя	
860	Браслет: только Империя	
861	Браслет: только Империя	
862	Браслет: только Империя	
863	Браслет: только Империя	
864	Браслет: только Империя	
865	Браслет: только Империя	
866	Браслет: только Империя	
867	Браслет: только Империя	
868	Браслет: только Империя	
869	Браслет: только Империя	
870	Браслет: только Империя	
871	Браслет: только Империя	
872	Браслет: только Империя	
873	Браслет: только Империя	
874	Браслет: только Империя	
875	Браслет: только Империя	
876	Браслет: только Империя	
877	Браслет: только Империя	
878	Браслет: только Империя	
879	Браслет: только Империя	
880	Браслет: только Империя	
881	Браслет: только Империя	
882	Клипсы Амло	
883	Клипсы Директора	
884	Клипсы Мингиса	
885	Аксессуар, увеличивающий HP и FP	
886	Кольцо	
887	Кольцо	
888	Амулет, увеличивающий атаку. Нельзя продать, выбросить, исчезает по окончании праздника.	
889	Амулет, увеличивающий атаку. Нельзя продать, выбросить, исчезает по окончании праздника.	
890	Амулет, увеличивающий защиту. Нельзя продать, выбросить, исчезает по окончании праздника.	
891	Амулет, увеличивающий защиту. Нельзя продать, выбросить, исчезает по окончании праздника.	
892	Амулет, улучшающий способность уклонения от атаки. Нельзя продать, выбросить, исчезает по окончании праздника.	
893	Амулет, улучшающий способность уклонения от атаки. Нельзя продать, выбросить, исчезает по окончании праздника.	
894	Коллекционная Версия	
895	Японский Праздник	
896	Японский Праздник	
897	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
898	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
899	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
900	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
901	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
902	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
903	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
904	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
905	‘2006? ??? ?? ?? ????’ ??? ???? ??? ???? ? ??. ?? ? ??? ???.	
906	Амулет: только Федерация	
907	Амулет: только Федерация	
908	Амулет: только Федерация	
909	Амулет: только Федерация	
910	Амулет: только Федерация	
911	Амулет: только Федерация	
912	Амулет: только Федерация	
913	Амулет: только Федерация	
914	Амулет: только Федерация	
915	Амулет: только Федерация	
916	Амулет: только Федерация	
917	Амулет: только Федерация	
918	Амулет: только Федерация	
919	Амулет: только Федерация	
920	Амулет: только Федерация	
921	Амулет: только Федерация	
922	Амулет: только Федерация	
923	Амулет: только Федерация	
924	Амулет: только Федерация	
925	Амулет: только Федерация	
926	Амулет: только Федерация	
927	Амулет: только Федерация	
928	Амулет: только Федерация	
929	Амулет: только Федерация	
930	Амулет: только Федерация	
931	Амулет: только Федерация	
932	Амулет: только Федерация	
933	Амулет: только Федерация	
934	Амулет: только Федерация	
935	Амулет: только Федерация	
936	Амулет: только Федерация	
937	Амулет: только Федерация	
938	Амулет: только Федерация	
939	Амулет: только Федерация	
940	Амулет: только Федерация	
941	Амулет: только Федерация	
942	Амулет: только Федерация	
943	Амулет: только Федерация	
944	Амулет: только Федерация	
945	Амулет: только Федерация	
946	Амулет: только Федерация	
947	Амулет: только Федерация	
948	Амулет: только Федерация	
949	Амулет: только Федерация	
950	Амулет: только Федерация	
951	Амулет: только Федерация	
952	Амулет: только Федерация	
953	Амулет: только Федерация	
954	Амулет: только Федерация	
955	Амулет: только Федерация	
956	Амулет: только Федерация	
957	Амулет: только Федерация	
958	Амулет: только Федерация	
959	Амулет: только Федерация	
960	Амулет: только Федерация	
961	Амулет: только Федерация	
962	Амулет: только Федерация	
963	Амулет: только Федерация	
964	Амулет: только Федерация	
965	Амулет: только Федерация	
966	Амулет: только Федерация	
967	Амулет: только Федерация	
968	Амулет: только Федерация	
969	Амулет: только Федерация	
970	Амулет: только Федерация	
971	Амулет: только Федерация	
972	Амулет: только Федерация	
973	Амулет: только Федерация	
974	Амулет: только Федерация	
975	Амулет: только Федерация	
976	Амулет: только Федерация	
977	Амулет: только Федерация	
978	Амулет: только Федерация	
979	Амулет: только Федерация	
980	Амулет: только Федерация	
981	Амулет: только Федерация	
982	Амулет: только Федерация	
983	Амулет: только Федерация	
984	Амулет: только Федерация	
985	Амулет: только Федерация	
986	Серьги: только Альянс	
987	Серьги: только Альянс	
988	Серьги: только Альянс	
989	Серьги: только Альянс	
990	Серьги: только Альянс	
991	Серьги: только Альянс	
992	Серьги: только Альянс	
993	Серьги: только Альянс	
994	Серьги: только Альянс	
995	Серьги: только Альянс	
996	Серьги: только Альянс	
997	Серьги: только Альянс	
998	Серьги: только Альянс	
999	Серьги: только Альянс	
1000	Серьги: только Альянс	
1001	Браслет: только Империя	
1002	Браслет: только Империя	
1003	Браслет: только Империя	
1004	Браслет: только Империя	
1005	Браслет: только Империя	
1006	Браслет: только Империя	
1007	Браслет: только Империя	
1008	Браслет: только Империя	
1009	Браслет: только Империя	
1010	Браслет: только Империя	
1011	Браслет: только Империя	
1012	Браслет: только Империя	
1013	Браслет: только Империя	
1014	Браслет: только Империя	
1015	Браслет: только Империя	
1016	Браслет: только Империя	
1017	Браслет: только Империя	
1018	Браслет: только Империя	
1019	Браслет: только Империя	
1020	Браслет: только Империя	
1021	Браслет: только Империя	
1022	Браслет: только Империя	
1023	Браслет: только Империя	
1024	Браслет: только Империя	
1025	Браслет: только Империя	
1026	Браслет: только Империя	
1027	Браслет: только Империя	
1028	Браслет: только Империя	
1029	Браслет: только Империя	
1030	Браслет: только Империя	
1031	Браслет: только Империя	
1032	Браслет: только Империя	
1033	Браслет: только Империя	
1034	Браслет: только Империя	
1035	Браслет: только Империя	
1036	Браслет: только Империя	
1037	Браслет: только Империя	
1038	Браслет: только Империя	
1039	Браслет: только Империя	
1040	Браслет: только Империя	
1041	Браслет: только Империя	
1042	Браслет: только Империя	
1043	Браслет: только Империя	
1044	Браслет: только Империя	
1045	Браслет: только Империя	
1046	Браслет: только Империя	
1047	Браслет: только Империя	
1048	Браслет: только Империя	
1049	Браслет: только Империя	
1050	Браслет: только Империя	
1051	Браслет: только Империя	
1052	Браслет: только Империя	
1053	Браслет: только Империя	
1054	Браслет: только Империя	
1055	Браслет: только Империя	
1056	Браслет: только Империя	
1057	Браслет: только Империя	
1058	Браслет: только Империя	
1059	Браслет: только Империя	
1060	Браслет: только Империя	
1061	Браслет: только Империя	
1062	Браслет: только Империя	
1063	Браслет: только Империя	
1064	Браслет: только Империя	
1065	Браслет: только Империя	
1066	Браслет: только Империя	
1067	Браслет: только Империя	
1068	Браслет: только Империя	
1069	Браслет: только Империя	
1070	Браслет: только Империя	
1071	Браслет: только Империя	
1072	Браслет: только Империя	
1073	Браслет: только Империя	
1074	Браслет: только Империя	
1075	Браслет: только Империя	
1076	Браслет: только Империя	
1077	Браслет: только Империя	
1078	Браслет: только Империя	
1079	Браслет: только Империя	
1080	Браслет: только Империя	
1081	Наиболее эффективно для использования новичками.	
1082	Кольцо Дагну. Является частью набора - Кольцо Дагана, Кольцо Дагну, Амулет Дагона, Амулет Единства.	
1083	Кольцо Дагона. Является частью набора - Кольцо Дагана, Кольцо Дагну, Амулет Дагона, Амулет Единства.	
1084	Свидетельство получения звания Героя Новуса	
1085	Кольцо Дагну. Является частью набора - Кольцо Дагана, Кольцо Дагну, Амулет Дагона, Амулет Единства.	
1086	Кольцо Дагона. Является частью набора - Кольцо Дагана, Кольцо Дагну, Амулет Дагона, Амулет Единства.	
1087	Символ чести для самых самоотверженных верующих сил Альянса.	
1088	Приспособление, которым должно быть владел Кхаан, который основал первое объединенное королевство древнего Новаяна.	
1089	Приспособление, которым должно быть владел Кхаан, который основал первое объединенное королевство древнего Новаяна.	
1090	Приспособление, которым должно быть владел Кхаан, который основал первое объединенное королевство древнего Новаяна.	
1091	Приспособление, которым должно быть владел Кхаан, который основал первое объединенное королевство древнего Новаяна.	
1092	Приспособление, которым должно быть владел Кхаан, который основал первое объединенное королевство древнего Новаяна.	
1093	Приспособление, которым должно быть владел Кхаан, который основал первое объединенное королевство древнего Новаяна.	
1094	Приспособление, которым должно быть владел Кхаан, который основал первое объединенное королевство древнего Новаяна.	
1095	Кольцо Федерации. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1096	Кольцо Федерации. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1097	Кольцо Федерации. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1098	Перстень Альянса. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1099	Перстень Альянса. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1100	Перстень Альянса. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1101	Перстень Альянса. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1102	Перстень Альянса. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1103	Перстень Альянса. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1104	Браслет Империи. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1105	Браслет Империи. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1106	Браслет Империи. Исчезает через полтора часа, вне зависимости от состояния подключения.	
1107	Аксессуар, сделанный в день открытия Вулкана. Дается только тем, кто сделал задания.	
1108	Аксессуар, сделанный в день открытия Элана, на Новусе. Достается только воину, завоевашему доверие на Элане.	
1109	Аксессуар, принадлежащий Шутти Убийце на Этере. Ходят слухи, что когда Шутти надевает такой аксессуар, то его тело меняется и он становится очень ловким.	
1110	Заклинание, содержащее одно умение защитника Эльфов, Назала. Достается только тому, кто выполнил задание Назала.	
1111	Заклинание, содержащее одно умение защитника Эльфов, Назала. Достается только тому, кто выполнил задание Назала.	
1112	Кольцо, добавляющий наносящий урон и защиту к стихиям премиум пользователю.	
1113	Кольцо, добавляющий уровень защиты и защиту к стихиям премиум пользователю.	
1114	Кольцо, добавляющий уклонение от атак и защиту к стихиям премиум пользователю.	
1115	Наградная медаль 2008 Олимпиады в Пекине.	
1116	Наградная медаль 2008 Олимпиады в Пекине.	
1117	Раньше это кольцо носил авантюрист. Этот предмет будет очень полезен для средних игроков.	
1118	Раньше это кольцо носил авантюрист. Этот предмет будет очень полезен для средних игроков.	
1119	Раньше это кольцо носил авантюрист. Этот предмет будет очень полезен для новичков.	
1120	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1121	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1122	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1123	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1124	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1125	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1126	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1127	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1128	Украшение, которое заключает в себе агресивность когтей монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих силу атаки.	
1129	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
1130	Украшение, которое заключает в себе физическую силу монстров, обитающих в Горах Чудовищ. Одно из украшений, увеличивающих физическую силу.	
